Date,Open,High,Low,Close
2016-09-11,1328.018,1329.889,1327.23,1329.43
2016-09-12,1329.429,1330.368,1320.379,1329.69
2016-09-13,1329.849,1331.969,1313.519,1320.958
2016-09-14,1320.95,1325.95,1315.999,1322.779
2016-09-15,1322.78,1328.448,1309.289,1316.89
2016-09-16,1316.929,1318.028,1306.199,1309.878
2016-09-17,1309.878,1309.878,1309.878,1309.878
2016-09-18,1309.68,1312.52,1309.48,1310.949
2016-09-19,1310.929,1318.4,1309.408,1313.918
2016-09-20,1313.899,1317.888,1311.989,1315.891
2016-09-21,1315.891,1336.879,1307.91,1333.23
2016-09-22,1333.229,1343.629,1331.149,1337.099
2016-09-23,1337.2,1340.59,1333.748,1337.069
2016-09-24,1337.069,1337.069,1337.069,1337.069
2016-09-25,1336.652,1338.828,1336.572,1338.299
2016-09-26,1338.25,1342.119,1332.689,1337.408
2016-09-27,1337.408,1339.46,1324.702,1326.462
2016-09-28,1326.462,1327.089,1317.989,1323.449
2016-09-29,1323.458,1325.778,1316.039,1322.091
2016-09-30,1322.052,1328.009,1313.228,1314.998
2016-10-01,1314.998,1314.998,1314.998,1314.998
2016-10-02,1318.429,1318.448,1315.13,1315.652
2016-10-03,1315.608,1319.619,1309.331,1311.829
2016-10-04,1311.83,1312.139,1266.409,1268.129
2016-10-05,1268.129,1277.111,1262.118,1269.16
2016-10-06,1269.109,1269.239,1249.818,1255.939
2016-10-07,1255.939,1265.399,1241.388,1256.159
2016-10-08,1256.159,1256.159,1256.159,1256.159
2016-10-09,1256.931,1261.66,1256.511,1259.869
2016-10-10,1259.831,1264.929,1256.581,1258.498
2016-10-11,1258.498,1262.119,1251.049,1254.499
2016-10-12,1254.478,1258.836,1249.739,1253.958
2016-10-13,1253.968,1262.23,1253.088,1257.026
2016-10-14,1256.948,1259.389,1246.058,1250.529
2016-10-15,1250.529,1250.529,1250.529,1250.529
2016-10-16,1251.509,1253.072,1250.111,1253.01
2016-10-17,1253.019,1257.111,1250.508,1255.778
2016-10-18,1255.778,1264.71,1255.629,1263.621
2016-10-19,1263.621,1273.309,1260.252,1269.99
2016-10-20,1269.989,1274.368,1264.479,1264.998
2016-10-21,1265.019,1267.998,1261.111,1265.899
2016-10-22,1265.899,1265.899,1265.899,1265.899
2016-10-23,1265.729,1266.579,1265.429,1266.158
2016-10-24,1266.179,1271.871,1260.401,1263.411
2016-10-25,1263.411,1276.611,1262.071,1274.361
2016-10-26,1274.372,1276.44,1264.692,1266.509
2016-10-27,1266.488,1272.779,1265.061,1269.512
2016-10-28,1269.491,1284.158,1261.518,1274.358
2016-10-29,1274.358,1274.358,1274.358,1274.358
2016-10-30,1277.208,1279.348,1276.261,1278.669
2016-10-31,1278.768,1279.489,1271.189,1276.09
2016-11-01,1276.089,1291.822,1275.621,1287.699
2016-11-02,1287.699,1307.961,1287.328,1298.419
2016-11-03,1298.428,1306.65,1285.618,1302.009
2016-11-04,1302.018,1307.17,1294.711,1303.559
2016-11-05,1303.559,1303.559,1303.559,1303.559
2016-11-06,1292.729,1294.18,1287.679,1289.229
2016-11-07,1289.229,1295.811,1278.109,1282.429
2016-11-08,1282.429,1290.589,1267.949,1273.321
2016-11-09,1273.371,1337.308,1268.762,1276.19
2016-11-10,1276.139,1292.209,1252.278,1260.792
2016-11-11,1260.792,1265.391,1219.039,1225.982
2016-11-12,1225.982,1225.982,1225.982,1225.982
2016-11-13,1226.872,1231.241,1226.721,1229.649
2016-11-14,1229.649,1230.108,1211.538,1223.622
2016-11-15,1223.622,1231.54,1218.878,1226.978
2016-11-16,1226.978,1232.998,1221.458,1226.738
2016-11-17,1226.718,1231.378,1210.969,1214.729
2016-11-18,1214.691,1216.092,1202.898,1207.062
2016-11-19,1207.062,1207.062,1207.062,1207.062
2016-11-20,1207.792,1208.152,1205.541,1206.211
2016-11-21,1206.211,1217.583,1206.211,1216.071
2016-11-22,1216.071,1220.969,1206.128,1212.828
2016-11-23,1212.849,1214.691,1181.702,1189.568
2016-11-24,1189.619,1190.768,1180.338,1186.061
2016-11-25,1186.021,1193.231,1170.839,1183.778
2016-11-26,1183.778,1183.778,1183.778,1183.778
2016-11-27,1183.251,1186.939,1182.229,1186.721
2016-11-28,1186.659,1197.559,1183.018,1194.612
2016-11-29,1194.551,1194.949,1181.021,1188.772
2016-11-30,1188.721,1194.889,1170.718,1172.348
2016-12-01,1172.411,1176.689,1160.691,1173.361
2016-12-02,1173.271,1177.961,1166.681,1176.392
2016-12-03,1176.392,1176.392,1176.392,1176.392
2016-12-04,1181.661,1188.062,1177.699,1180.189
2016-12-05,1180.168,1181.398,1157.239,1170.108
2016-12-06,1170.058,1175.248,1166.879,1169.312
2016-12-07,1169.298,1180.189,1165.589,1174.861
2016-12-08,1174.921,1178.619,1169.151,1170.582
2016-12-09,1170.532,1171.969,1156.268,1158.938
2016-12-10,1158.938,1158.938,1158.938,1158.938
2016-12-11,1159.222,1159.522,1157,1158.452
2016-12-12,1158.389,1165.749,1151.228,1162.979
2016-12-13,1162.979,1164.968,1154.548,1158.568
2016-12-14,1158.518,1165.158,1138.671,1142.839
2016-12-15,1142.839,1144.379,1122.839,1128.061
2016-12-16,1127.998,1141.169,1126.641,1133.851
2016-12-17,1133.851,1133.851,1133.851,1133.851
2016-12-18,1134.061,1136.752,1133.921,1135.759
2016-12-19,1136.002,1142.319,1135.512,1138.591
2016-12-20,1138.578,1139.689,1125.718,1131.988
2016-12-21,1131.982,1137.061,1129.321,1130.901
2016-12-22,1130.901,1134.049,1127.461,1128.732
2016-12-23,1128.731,1135.769,1128.279,1132.691
2016-12-24,1132.691,1132.691,1132.691,1132.691
2016-12-25,1132.691,1132.691,1132.691,1132.691
2016-12-26,1133.178,1134.731,1132.858,1133.311
2016-12-27,1133.261,1150.799,1131.651,1139.202
2016-12-28,1139.312,1144.458,1136.482,1142.309
2016-12-29,1142.288,1161.949,1142.258,1160.228
2016-12-30,1160.181,1163.199,1149.678,1150.312
2016-12-31,1150.312,1150.312,1150.312,1150.312
2017-01-01,1150.312,1150.312,1150.312,1150.312
2017-01-02,1150,1152.472,1149.418,1150.361
2017-01-03,1150.361,1164.408,1146.039,1157.109
2017-01-04,1157.109,1167.862,1156.138,1165.818
2017-01-05,1165.858,1185.038,1165.798,1180.772
2017-01-06,1180.772,1182.649,1170.919,1172.158
2017-01-07,1172.158,1172.158,1172.158,1172.158
2017-01-08,1172.591,1173.972,1171.588,1173.841
2017-01-09,1173.791,1186.078,1172.641,1182.499
2017-01-10,1182.388,1190.609,1180.099,1186.099
2017-01-11,1186.099,1198.179,1177.098,1193.462
2017-01-12,1193.478,1206.929,1192.801,1196.302
2017-01-13,1196.219,1200.699,1187.838,1196.668
2017-01-14,1196.668,1196.668,1196.668,1196.668
2017-01-15,1200.202,1204.972,1197.849,1203.369
2017-01-16,1203.391,1208.581,1200.218,1203.112
2017-01-17,1203.078,1218.798,1203.022,1215.102
2017-01-18,1215.052,1217.509,1201.758,1203.031
2017-01-19,1202.942,1206.479,1195.849,1203.559
2017-01-20,1203.669,1214.898,1198.578,1209.609
2017-01-21,1209.609,1209.609,1209.609,1209.609
2017-01-22,1209.462,1215.691,1209.462,1215.401
2017-01-23,1215.401,1219.931,1209.258,1217.369
2017-01-24,1217.369,1218.549,1206.549,1209.101
2017-01-25,1209.152,1209.779,1193.208,1200.948
2017-01-26,1200.959,1202.622,1184.378,1188.228
2017-01-27,1188.278,1191.568,1180.548,1190.088
2017-01-28,1190.088,1190.088,1190.088,1190.088
2017-01-29,1192.872,1194.562,1191.061,1194.101
2017-01-30,1194.049,1199.399,1188.211,1196.569
2017-01-31,1196.641,1215.322,1196.078,1211.591
2017-02-01,1211.539,1212.328,1198.148,1209.649
2017-02-02,1209.698,1225.288,1209.599,1214.598
2017-02-03,1214.698,1221.338,1206.351,1219.538
2017-02-04,1219.538,1219.538,1219.538,1219.538
2017-02-05,1219.432,1223.211,1219.158,1220.838
2017-02-06,1220.849,1235.599,1220.088,1233.282
2017-02-07,1233.289,1235.709,1227.691,1231.969
2017-02-08,1231.969,1244.708,1229.979,1239.771
2017-02-09,1239.771,1244.428,1225.089,1226.471
2017-02-10,1226.471,1237.069,1221.589,1232.858
2017-02-11,1232.858,1232.858,1232.858,1232.858
2017-02-12,1231.479,1232.822,1228.619,1230.178
2017-02-13,1230.211,1232.268,1219.298,1226.152
2017-02-14,1226.201,1234.478,1221.839,1228.398
2017-02-15,1228.419,1233.941,1216.601,1232.942
2017-02-16,1232.942,1242.339,1232.081,1238.452
2017-02-17,1238.452,1243.749,1233.728,1233.728
2017-02-18,1233.728,1233.728,1233.728,1233.728
2017-02-19,1234.901,1238.088,1234.881,1236.168
2017-02-20,1236.121,1238.941,1232.711,1237.011
2017-02-21,1237.061,1238.819,1226.108,1234.801
2017-02-22,1234.801,1240.329,1231.179,1236.751
2017-02-23,1236.751,1251.078,1235.728,1249.271
2017-02-24,1249.262,1260.109,1247.888,1256.428
2017-02-25,1256.428,1256.428,1256.428,1256.428
2017-02-26,1257.581,1257.632,1254.881,1255.821
2017-02-27,1255.821,1263.831,1250.938,1253.328
2017-02-28,1253.348,1258.358,1245.689,1245.948
2017-03-01,1245.918,1250.599,1236.849,1247.151
2017-03-02,1247.151,1247.949,1230.919,1235.259
2017-03-03,1235.279,1236.288,1222.808,1234.008
2017-03-04,1234.008,1234.008,1234.008,1234.008
2017-03-05,1232.731,1236.868,1232.568,1236.758
2017-03-06,1236.758,1236.768,1224.048,1225.968
2017-03-07,1225.948,1227.051,1214.078,1216.102
2017-03-08,1216.152,1218.489,1206.548,1208.369
2017-03-09,1208.368,1208.958,1198.688,1199.748
2017-03-10,1199.748,1206.299,1194.848,1203.892
2017-03-11,1203.892,1203.892,1203.892,1203.892
2017-03-12,1205.831,1207.189,1205.308,1205.939
2017-03-13,1205.989,1211.129,1201.759,1202.188
2017-03-14,1202.188,1207.588,1197.298,1200.339
2017-03-15,1200.422,1221.998,1197.548,1220.401
2017-03-16,1220.401,1233.698,1220.028,1226.301
2017-03-17,1226.261,1231.579,1224.422,1228.528
2017-03-18,1228.528,1228.528,1228.528,1228.528
2017-03-19,1229.572,1231.261,1229.261,1231.261
2017-03-20,1231.289,1235.468,1230.068,1234.586
2017-03-21,1234.597,1247.548,1226.859,1245.982
2017-03-22,1245.982,1251.319,1243.949,1246.025
2017-03-23,1246.025,1253.272,1242.781,1245.548
2017-03-24,1245.548,1251.838,1240.948,1242.469
2017-03-25,1242.469,1242.469,1242.469,1242.469
2017-03-26,1246.622,1254.231,1246.621,1252.878
2017-03-27,1252.892,1261.012,1252.362,1252.989
2017-03-28,1252.948,1258.319,1247.671,1250.141
2017-03-29,1250.152,1254.609,1247.288,1252.582
2017-03-30,1252.558,1252.909,1242.233,1243.651
2017-03-31,1243.621,1250.542,1239.649,1248.358
2017-04-01,1248.358,1248.358,1248.358,1248.358
2017-04-02,1247.378,1249.708,1247.378,1248.228
2017-04-03,1248.228,1255.818,1244.442,1255.512
2017-04-04,1255.591,1261.249,1254.021,1255.561
2017-04-05,1255.509,1258.809,1243.691,1258.228
2017-04-06,1258.198,1258.741,1249.751,1251.531
2017-04-07,1251.478,1270.531,1250.558,1253.759
2017-04-08,1253.759,1253.759,1253.759,1253.759
2017-04-09,1253.971,1255.829,1253.408,1255.032
2017-04-10,1255.042,1257.041,1247.108,1255.911
2017-04-11,1255.981,1276.211,1253.028,1276.078
2017-04-12,1276.122,1287.222,1271.942,1287.188
2017-04-13,1287.158,1288.562,1281.851,1286.398
2017-04-14,1286.398,1286.398,1286.398,1286.398
2017-04-15,1286.398,1286.398,1286.398,1286.398
2017-04-16,1290.271,1295.422,1289.721,1294.592
2017-04-17,1294.591,1294.982,1281.348,1282.972
2017-04-18,1282.972,1292.288,1278.898,1289.151
2017-04-19,1289.158,1289.288,1274.071,1279.592
2017-04-20,1279.592,1283.391,1276.599,1280.922
2017-04-21,1280.921,1288.211,1278.471,1284.421
2017-04-22,1284.421,1284.421,1284.421,1284.421
2017-04-23,1275.928,1275.977,1265.431,1274.181
2017-04-24,1274.181,1278.129,1266.648,1277.451
2017-04-25,1277.451,1277.869,1261.601,1263.591
2017-04-26,1263.682,1270.598,1260.008,1267.461
2017-04-27,1267.462,1268.342,1261.259,1263.978
2017-04-28,1263.958,1268.522,1263.308,1266.769
2017-04-29,1266.769,1266.769,1266.769,1266.769
2017-04-30,1268.252,1271.072,1268.161,1270.201
2017-05-01,1270.301,1270.369,1254.189,1256.689
2017-05-02,1256.689,1257.728,1251.999,1256.521
2017-05-03,1256.562,1256.921,1235.881,1238.201
2017-05-04,1238.202,1241.259,1225.701,1228.371
2017-05-05,1228.372,1235.561,1226.078,1226.812
2017-05-06,1226.812,1226.812,1226.812,1226.812
2017-05-07,1221.688,1234.672,1221.059,1234.641
2017-05-08,1234.642,1236.492,1225.6,1227.762
2017-05-09,1227.762,1228.591,1214.259,1223.408
2017-05-10,1223.408,1225.619,1217.542,1217.708
2017-05-11,1217.699,1227.618,1216.949,1224.941
2017-05-12,1224.942,1231.739,1224.428,1227.442
2017-05-13,1227.442,1227.442,1227.442,1227.442
2017-05-14,1228.128,1230.492,1228.048,1229.709
2017-05-15,1229.701,1237.281,1226.942,1231.402
2017-05-16,1231.401,1244.471,1230.381,1243.349
2017-05-17,1243.398,1263.062,1241.038,1260.288
2017-05-18,1260.258,1265.002,1246,1248.481
2017-05-19,1248.522,1256.392,1247.321,1255.221
2017-05-20,1255.221,1255.221,1255.221,1255.221
2017-05-21,1256.998,1257.552,1254.459,1256.952
2017-05-22,1257.042,1263.471,1251.748,1263.072
2017-05-23,1263.071,1263.728,1250.629,1250.992
2017-05-24,1251.081,1258.918,1247.952,1257.822
2017-05-25,1257.811,1259.629,1253.038,1255.191
2017-05-26,1255.121,1269.429,1254.099,1266.492
2017-05-27,1266.492,1266.492,1266.492,1266.492
2017-05-28,1267.121,1268.992,1266.072,1268.291
2017-05-29,1268.192,1268.691,1265.021,1266.802
2017-05-30,1266.741,1270.439,1259.369,1262.372
2017-05-31,1262.372,1274.072,1259.529,1268.658
2017-06-01,1268.642,1270.279,1261.488,1264.681
2017-06-02,1264.681,1279.472,1259.029,1278.298
2017-06-03,1278.298,1278.298,1278.298,1278.298
2017-06-04,1279.758,1281.229,1278.359,1279.868
2017-06-05,1279.868,1283.381,1277.749,1280.449
2017-06-06,1280.449,1296.058,1279.628,1293.661
2017-06-07,1293.661,1294.232,1282.618,1284.569
2017-06-08,1284.569,1288.899,1271.311,1279.892
2017-06-09,1279.808,1280.159,1264.628,1266.332
2017-06-10,1266.332,1266.332,1266.332,1266.332
2017-06-11,1266.871,1267.962,1266.221,1267.752
2017-06-12,1267.741,1270.351,1263.558,1265.191
2017-06-13,1265.192,1268.912,1259.268,1267.268
2017-06-14,1267.251,1281.087,1257.138,1263.368
2017-06-15,1263.368,1266.656,1251.492,1253.831
2017-06-16,1253.792,1257.141,1251.769,1253.241
2017-06-17,1253.241,1253.241,1253.241,1253.241
2017-06-18,1254.221,1255.662,1253.321,1254.628
2017-06-19,1254.642,1255.239,1242.538,1243.761
2017-06-20,1243.761,1248.092,1241.281,1244.868
2017-06-21,1244.888,1249.762,1240.969,1248.912
2017-06-22,1248.868,1254.682,1246.621,1251.468
2017-06-23,1251.432,1258.811,1250,1256.002
2017-06-24,1256.002,1256.002,1256.002,1256.002
2017-06-25,1257.121,1257.991,1256.772,1257.361
2017-06-26,1257.362,1257.409,1236.001,1243.091
2017-06-27,1243.091,1253.112,1241.341,1249.268
2017-06-28,1249.198,1254.849,1247.851,1249.612
2017-06-29,1249.699,1253.148,1239.791,1246.448
2017-06-30,1246.458,1248.222,1239.308,1240.411
2017-07-01,1240.411,1240.411,1240.411,1240.411
2017-07-02,1241.621,1242.672,1240.571,1241.778
2017-07-03,1241.778,1241.992,1218.489,1223.372
2017-07-04,1223.361,1227.389,1220.581,1226.641
2017-07-05,1226.641,1229.132,1217.429,1226.529
2017-07-06,1226.508,1227.899,1218.942,1222.762
2017-07-07,1222.762,1228.449,1207.251,1212.251
2017-07-08,1212.251,1212.251,1212.251,1212.251
2017-07-09,1212.328,1213.762,1211.369,1213.332
2017-07-10,1213.332,1215.581,1204.832,1213.648
2017-07-11,1213.648,1218.022,1208.172,1217.858
2017-07-12,1217.21,1217.91,1216.25,1217.75
2017-07-13,1219.038,1224.419,1216.499,1217.579
2017-07-14,1217.589,1232.858,1214.761,1228.501
2017-07-15,1228.501,1228.501,1228.501,1228.501
2017-07-16,1229.109,1231.042,1228.211,1230.771
2017-07-17,1230.771,1235.972,1229.349,1232.852
2017-07-18,1232.852,1244.521,1232.791,1242.662
2017-07-19,1242.669,1243.978,1235.928,1241.298
2017-07-20,1241.371,1247.512,1235.281,1243.889
2017-07-21,1243.898,1255.701,1243.401,1254.661
2017-07-22,1254.661,1254.661,1254.661,1254.661
2017-07-23,1255.122,1256.248,1253.338,1256.149
2017-07-24,1256.142,1258.791,1251.901,1253.621
2017-07-25,1253.558,1257.889,1246.591,1246.729
2017-07-26,1246.729,1263.508,1243.731,1260.218
2017-07-27,1260.222,1265.229,1254.499,1260.038
2017-07-28,1260.038,1270.822,1257.331,1268.802
2017-07-29,1268.802,1268.802,1268.802,1268.802
2017-07-30,1270.071,1271.129,1269.608,1270.208
2017-07-31,1270.228,1270.431,1265.749,1267.481
2017-08-01,1267.482,1274.061,1262.638,1267.622
2017-08-02,1267.631,1272.812,1257.401,1263.028
2017-08-03,1263.028,1270.799,1259.838,1269.128
2017-08-04,1269.171,1270.118,1254.162,1258.072
2017-08-05,1258.072,1258.072,1258.072,1258.072
2017-08-06,1258.778,1258.872,1256.522,1257.322
2017-08-07,1257.321,1259.869,1255.712,1257.622
2017-08-08,1257.621,1265.181,1251.488,1262.008
2017-08-09,1262.008,1278.688,1261.291,1275.791
2017-08-10,1275.792,1287.792,1274.598,1286.592
2017-08-11,1286.522,1292.011,1281.271,1288.258
2017-08-12,1288.258,1288.258,1288.258,1288.258
2017-08-13,1290.121,1290.121,1287.721,1288.811
2017-08-14,1288.722,1289.531,1278.588,1279.122
2017-08-15,1279.128,1279.529,1267.278,1272.931
2017-08-16,1272.931,1284.092,1267.731,1282.941
2017-08-17,1282.941,1290.121,1281.438,1288.471
2017-08-18,1288.472,1300.828,1283.481,1283.511
2017-08-19,1283.511,1283.511,1283.511,1283.511
2017-08-20,1283.172,1284.222,1280.491,1283.479
2017-08-21,1283.591,1293.702,1281.821,1291.628
2017-08-22,1291.578,1291.589,1281.991,1283.198
2017-08-23,1283.188,1291.411,1282.751,1290.521
2017-08-24,1290.508,1290.772,1284.468,1286.618
2017-08-25,1286.618,1294.378,1276.137,1290.672
2017-08-26,1290.672,1290.672,1290.672,1290.672
2017-08-27,1292.241,1294.689,1291.989,1292.561
2017-08-28,1292.561,1324.391,1291.779,1317.441
2017-08-29,1317.442,1325.951,1304.989,1308.881
2017-08-30,1308.829,1313.641,1305.138,1307.192
2017-08-31,1307.191,1323.631,1298.288,1321.218
2017-09-01,1321.208,1328.809,1316.441,1323.661
2017-09-02,1323.661,1323.661,1323.661,1323.661
2017-09-03,1334.521,1338.421,1333.532,1336.031
2017-09-04,1336.032,1339.592,1331.742,1332.857
2017-09-05,1332.893,1344.328,1326.259,1341.571
2017-09-06,1341.569,1342.429,1331.598,1333.401
2017-09-07,1333.388,1349.839,1332.591,1348.838
2017-09-08,1348.932,1357.498,1342.711,1346.061
2017-09-09,1346.061,1346.061,1346.061,1346.061
2017-09-10,1335.871,1339.982,1333.862,1337.752
2017-09-11,1337.651,1339.011,1326.349,1327.171
2017-09-12,1327.208,1334.522,1322.589,1330.892
2017-09-13,1330.891,1334.599,1320.991,1322.228
2017-09-14,1322.229,1334.292,1315.718,1333.912
2017-09-15,1333.911,1334.081,1319.318,1319.642
2017-09-16,1319.642,1319.642,1319.642,1319.642
2017-09-17,1319.288,1319.891,1314.458,1316.251
2017-09-18,1316.251,1319.639,1304.602,1308.848
2017-09-19,1308.848,1311.642,1305.138,1310.798
2017-09-20,1310.798,1315.968,1296.008,1298.951
2017-09-21,1298.931,1300.882,1288.161,1291.911
2017-09-22,1291.898,1298.689,1291.228,1297.131
2017-09-23,1297.131,1297.131,1297.131,1297.131
2017-09-24,1297.972,1298.021,1289.428,1292.031
2017-09-25,1292.031,1311.921,1290.758,1308.311
2017-09-26,1308.311,1313.602,1292.169,1293.232
2017-09-27,1293.231,1296.208,1281.451,1283.511
2017-09-28,1283.512,1288.741,1277.682,1286.932
2017-09-29,1286.931,1290.332,1275.751,1278.502
2017-09-30,1278.502,1278.502,1278.502,1278.502
2017-10-01,1279.541,1280.072,1276.771,1277.868
2017-10-02,1277.861,1277.878,1269.328,1271.092
2017-10-03,1271.071,1274.701,1268.298,1272.439
2017-10-04,1272.439,1282.172,1270.592,1273.959
2017-10-05,1273.952,1278.962,1266.328,1269.052
2017-10-06,1269.051,1276.492,1260.581,1276.262
2017-10-07,1276.262,1276.262,1276.262,1276.262
2017-10-08,1276.051,1277.722,1275.332,1276.591
2017-10-09,1276.592,1285.431,1275.251,1283.169
2017-10-10,1283.191,1294.169,1282.081,1289.581
2017-10-11,1289.582,1293.491,1284.538,1292.372
2017-10-12,1292.401,1297.431,1289.631,1293.916
2017-10-13,1293.923,1303.772,1290.858,1303.511
2017-10-14,1303.511,1303.511,1303.511,1303.511
2017-10-15,1303.131,1304.268,1301.718,1304.229
2017-10-16,1304.178,1306.012,1290.482,1294.971
2017-10-17,1294.989,1295.209,1281.518,1285.932
2017-10-18,1285.931,1288.851,1276.972,1280.301
2017-10-19,1280.301,1291.038,1276.639,1290.072
2017-10-20,1290.071,1290.568,1277.921,1280.061
2017-10-21,1280.061,1280.061,1280.061,1280.061
2017-10-22,1279.421,1279.422,1274.261,1274.942
2017-10-23,1274.938,1283.231,1272.518,1282.631
2017-10-24,1282.631,1283.612,1273.701,1275.691
2017-10-25,1275.681,1279.981,1271,1279.249
2017-10-26,1279.249,1282.499,1265.682,1267.091
2017-10-27,1267.088,1273.972,1263.479,1273.791
2017-10-28,1273.791,1273.791,1273.791,1273.791
2017-10-29,1272.779,1273.888,1271.939,1272.352
2017-10-30,1272.331,1278.772,1268.948,1277.128
2017-10-31,1277.128,1278.108,1267.661,1269.939
2017-11-01,1269.939,1280.849,1267.941,1275.368
2017-11-02,1275.318,1284.068,1273.332,1277.658
2017-11-03,1277.668,1280.142,1265.469,1269.712
2017-11-04,1269.712,1269.712,1269.712,1269.712
2017-11-05,1269.901,1270.768,1268.748,1270.489
2017-11-06,1270.489,1282.862,1266.042,1279.981
2017-11-07,1279.991,1280.669,1271.862,1277.582
2017-11-08,1277.581,1287.142,1275.901,1281.821
2017-11-09,1281.812,1288.699,1279.931,1285.999
2017-11-10,1286.041,1287.031,1273.392,1275.3
2017-11-11,1275.3,1275.3,1275.3,1275.3
2017-11-12,1274.851,1275.622,1274.261,1275.172
2017-11-13,1275.168,1279.722,1274.801,1277.792
2017-11-14,1277.791,1283.552,1269.902,1280.871
2017-11-15,1280.871,1289.451,1276.678,1279.359
2017-11-16,1279.432,1281.742,1275.101,1279.198
2017-11-17,1279.181,1296.941,1278.921,1294.071
2017-11-18,1294.071,1294.071,1294.071,1294.071
2017-11-19,1293.372,1294.749,1291.672,1293.521
2017-11-20,1293.522,1294.138,1274.569,1279.281
2017-11-21,1279.291,1284.702,1276.37,1281.901
2017-11-22,1281.942,1294.658,1279.05,1290.859
2017-11-23,1290.881,1293.502,1287.041,1291.288
2017-11-24,1291.231,1293.202,1285.669,1288.448
2017-11-25,1288.448,1288.448,1288.448,1288.448
2017-11-26,1289.121,1289.212,1287.221,1287.362
2017-11-27,1287.361,1299.168,1286.721,1294.458
2017-11-28,1294.481,1297.377,1290.601,1293.938
2017-11-29,1293.938,1296.621,1281.991,1284.078
2017-11-30,1284.078,1285.232,1270.371,1274.898
2017-12-01,1274.901,1289.209,1271.619,1280.201
2017-12-02,1280.201,1280.201,1280.201,1280.201
2017-12-03,1274.522,1275.434,1272.431,1273.821
2017-12-04,1273.822,1277.131,1271.051,1276.472
2017-12-05,1276.498,1276.922,1260.932,1266.198
2017-12-06,1266.178,1269.218,1262.289,1264.031
2017-12-07,1264.032,1264.081,1243.901,1247.031
2017-12-08,1247.031,1252.312,1243.639,1248.371
2017-12-09,1248.371,1248.371,1248.371,1248.371
2017-12-10,1247.121,1249.149,1247.121,1248.492
2017-12-11,1248.502,1251.518,1240.672,1242.798
2017-12-12,1242.798,1246.179,1236.461,1243.359
2017-12-13,1243.351,1257.068,1240.248,1253.969
2017-12-14,1253.979,1259.022,1250.461,1253.492
2017-12-15,1253.492,1261.809,1253.058,1254.972
2017-12-16,1254.972,1254.972,1254.972,1254.972
2017-12-17,1254.771,1254.771,1253.608,1253.869
2017-12-18,1253.858,1263.922,1252.742,1261.418
2017-12-19,1261.428,1265.212,1259.211,1261.699
2017-12-20,1261.682,1267.839,1261.341,1266.391
2017-12-21,1266.392,1268.959,1262.749,1266.921
2017-12-22,1266.958,1276.121,1264.941,1274.752
2017-12-23,1274.752,1274.752,1274.752,1274.752
2017-12-24,1274.752,1274.752,1274.752,1274.752
2017-12-25,1274.271,1274.971,1273.248,1273.572
2017-12-26,1273.471,1283.798,1273.371,1282.061
2017-12-27,1282.058,1288.979,1281.311,1287.612
2017-12-28,1287.612,1295.171,1287.109,1294.072
2017-12-29,1294.061,1307.552,1293.941,1302.622
2017-12-30,1302.622,1302.622,1302.622,1302.622
2017-12-31,1302.622,1302.622,1302.622,1302.622
2018-01-01,1302.922,1307.602,1302.231,1306.711
2018-01-02,1306.711,1321.401,1304.171,1320.211
2018-01-03,1320.251,1321.281,1307.428,1311.112
2018-01-04,1311.091,1325.969,1305.869,1320.892
2018-01-05,1320.921,1323.362,1313.639,1319.221
2018-01-06,1319.221,1319.221,1319.221,1319.221
2018-01-07,1320.422,1321.372,1319.161,1319.531
2018-01-08,1319.512,1322.101,1314.781,1317.981
2018-01-09,1318.001,1320.142,1308.822,1310.332
2018-01-10,1310.339,1327.691,1308.168,1317.722
2018-01-11,1317.721,1323.902,1315.678,1322.748
2018-01-12,1322.741,1339.301,1322.741,1337.532
2018-01-13,1337.532,1337.532,1337.532,1337.532
2018-01-14,1336.621,1338.052,1335.842,1336.912
2018-01-15,1336.938,1344.672,1336.498,1341.499
2018-01-16,1341.499,1341.941,1331.841,1340.712
2018-01-17,1340.711,1343.931,1325.911,1328.501
2018-01-18,1328.501,1333.089,1324.251,1327.919
2018-01-19,1327.928,1338.039,1326.741,1331.601
2018-01-20,1331.601,1331.601,1331.601,1331.601
2018-01-21,1334.041,1335.627,1331.829,1334.761
2018-01-22,1334.762,1335.548,1328.409,1333.141
2018-01-23,1333.151,1342.241,1331.342,1341.818
2018-01-24,1341.848,1361.991,1339.451,1356.112
2018-01-25,1356.111,1366.002,1342.408,1346.711
2018-01-26,1346.729,1357.111,1345.841,1349.198
2018-01-27,1349.198,1349.198,1349.198,1349.198
2018-01-28,1349.639,1351.139,1348.911,1351.131
2018-01-29,1351.151,1352.358,1337.601,1341.218
2018-01-30,1341.218,1348.882,1334.421,1338.491
2018-01-31,1338.491,1347.522,1332.639,1345.222
2018-02-01,1345.218,1351.009,1337.211,1348.599
2018-02-02,1348.552,1350.049,1327.401,1332.598
2018-02-03,1332.598,1332.598,1332.598,1332.598
2018-02-04,1332.021,1333.842,1329.451,1332.551
2018-02-05,1332.551,1341.591,1328.971,1340.448
2018-02-06,1340.398,1346.062,1320.178,1325.349
2018-02-07,1325.269,1332.279,1311.368,1319.041
2018-02-08,1319.042,1322.671,1307.018,1322.022
2018-02-09,1321.992,1321.992,1311.138,1315.688
2018-02-10,1315.688,1315.688,1315.688,1315.688
